,pos,name,date,time,map
23379,22,ace,19/05/14,260.991,edge_easy
20375,19,ace,25/05/14,10.623,decinojump17
20919,19,ace,10/5/2014,14.032,popsjmp18a
151164,14,ace,30/03/17,10.39,pprace
14173,13,ace,13/07/14,11.961,apocalypse28
14669,13,ace,2/8/2015,4.733,h4ppyjump5
14821,13,ace,10/10/2014,16.643,jumpclimb2
141032,13,ace,4/12/2015,29.399,neox3
141163,13,ace,18/12/16,16.801,playjump1
141171,13,ace,14/04/15,37.724,popsjmp10
141259,13,ace,11/3/2017,16.365,ramps
141374,13,ace,11/10/2014,21.391,slipmap14a
141413,13,ace,14/11/14,13.07,smaug8
141477,13,ace,18/10/14,7.515,spyzjump3
133,12,ace,9/2/2015,92.748,1337
1338,12,ace,31/01/16,5.952,ac1_race1
1353,12,ace,4/11/2015,24.962,adrenjumps10
1357,12,ace,28/02/16,24.054,adrenjumps14
1369,12,ace,6/2/2015,13.359,adrenjumps28
13109,12,ace,9/2/2016,19.53,aljump11
13175,12,ace,4/6/2014,44.946,apocalypse18
13260,12,ace,28/02/15,13.725,as12
13603,12,ace,21/01/15,24.208,finn1
13764,12,ace,20/03/16,6.936,hilly
13805,12,ace,10/2/2015,6.545,jbtujump8
13821,12,ace,30/11/15,2.233,jjump5
13857,12,ace,15/10/14,7.014,jumpeasy2
13886,12,ace,19/01/16,16.541,jumpish28
13916,12,ace,15/01/15,29.475,jumptest2
131017,12,ace,11/4/2016,6.419,mazemania
131026,12,ace,14/02/14,7.488,mf_jump3b
131079,12,ace,14/06/15,4.442,nephi3
131214,12,ace,9/5/2014,21.695,popsjmp16
131348,12,ace,18/09/14,20.761,rvnxdm7
131355,12,ace,9/6/2015,5.843,secondz7
131371,12,ace,27/06/15,42.175,shais_jump3
131443,12,ace,11/12/2014,23.567,slipmap37
131445,12,ace,9/2/2015,24.632,slipmap39
131637,12,ace,24/04/17,22.485,thewill32
131643,12,ace,25/11/15,4.545,thewill39
131731,12,ace,5/5/2015,17.616,weedsjump5
131755,12,ace,9/5/2014,60.13,xqadren
131782,12,ace,7/10/2014,54.964,xqjump29
131798,12,ace,4/1/2015,84.861,xqjump43
127,11,ace,6/5/2016,8.316,2_race_r3
1255,11,ace,6/3/2015,92.023,adrenjumps12
1297,11,ace,2/3/2015,40.461,aj2
12106,11,ace,26/12/15,10.453,akumanoob3b
12120,11,ace,27/10/14,3.579,aljump21
12212,11,ace,18/02/16,11.25,ariejump25
12240,11,ace,3/9/2014,49.24,ariejump52
12242,11,ace,8/4/2016,54.095,ariejump54
12350,11,ace,11/6/2014,29.507,c1jumps1
12418,11,ace,15/11/14,67.697,chopper1
12466,11,ace,10/5/2014,136.764,ddjump10
12468,11,ace,19/04/15,58.644,ddjump12
12490,11,ace,18/04/15,16.253,decinojump14
12522,11,ace,10/11/2014,11.919,dj_ice_tiers
12542,11,ace,16/07/15,11.009,dxjump1
12545,11,ace,19/01/15,6.657,easymap
12569,11,ace,8/5/2014,31.645,egyptrace3
12866,11,ace,10/6/2015,14.369,jojump6
12900,11,ace,18/02/15,12.653,jumpish2
12973,11,ace,9/6/2014,27.831,khanjump
121065,11,ace,4/11/2014,5.757,moomap14
121066,11,ace,27/10/14,37.635,moomap5
121069,11,ace,22/01/16,15.609,mulejumps2
121074,11,ace,22/06/15,29.375,mulemap15
121132,11,ace,20/02/16,5.6,noname
121200,11,ace,22/01/16,3.179,pimp7
121255,11,ace,10/2/2015,29.557,popsjumpin13
121262,11,ace,19/05/14,46.595,popsjumpin24
121271,11,ace,27/12/16,10.775,popsjumpin32
121356,11,ace,19/10/14,13.076,rbjump1
121425,11,ace,22/05/14,87.28,sk3lsjump2
121446,11,ace,17/11/14,9.184,sk3lsjump8
121480,11,ace,20/01/15,32.29,slipmap36
121537,11,ace,6/6/2014,55.491,spjump26
121594,11,ace,16/02/16,13.92,stiffjump1
121623,11,ace,13/04/15,163.728,stubbsyjump26
121659,11,ace,4/12/2014,33.661,theepicrace
121850,11,ace,18/02/16,4.214,xqjump40
1110,10,ace,21/10/14,18.978,4c3jump1
1128,10,ace,25/02/15,36.552,a2-01
1145,10,ace,24/03/15,18.357,acejumps09
1150,10,ace,28/08/15,9.791,action
11103,10,ace,4/10/2014,47.505,akumamap1
11106,10,ace,21/01/15,19.173,akumanoob1
11110,10,ace,21/10/14,13.05,aljump1
11117,10,ace,29/07/15,15.336,aljump17
11119,10,ace,1/4/2017,5.677,aljump19
11159,10,ace,9/4/2015,31.644,ancientgouki6
11172,10,ace,30/07/15,53.181,anime5
11237,10,ace,27/03/17,80.408,ariejump42
11268,10,ace,12/3/2016,12.236,as1
11366,10,ace,25/06/14,44.976,c1jumps19
11392,10,ace,1/8/2015,7.471,carnage_jumps5
11434,10,ace,15/10/14,1.761,cja
11436,10,ace,6/6/2015,3.361,cjmps1
11535,10,ace,8/6/2014,27.424,div2_final_2014
11540,10,ace,5/6/2014,40.753,dj_speedway3
11553,10,ace,14/05/15,15.226,draxi9
11575,10,ace,20/10/16,69.488,edge_medium2
11596,10,ace,7/2/2014,21.776,esjumps3
11656,10,ace,3/12/2016,36.75,forkjumping
11660,10,ace,14/01/16,13.007,frogsjumps
11744,10,ace,27/05/16,40.053,hauntedrace
11770,10,ace,23/10/14,14.473,hellfire_3
11778,10,ace,30/10/15,14.386,hellfire_37
11836,10,ace,20/10/14,22.087,ijumpz4
11880,10,ace,13/09/14,13.42,jojump
11883,10,ace,27/05/16,15.969,jojump12
11892,10,ace,23/05/16,19.522,jojump22
11941,10,ace,21/02/16,8.902,jumpish29
111042,10,ace,18/12/16,8.061,lcraft
111187,10,ace,13/07/14,81.677,ordeerace1
111191,10,ace,24/03/16,7.041,phxjump11
111309,10,ace,6/7/2015,62.913,popsjumpin3
111357,10,ace,30/10/14,6.036,qwestjump1
111446,10,ace,25/05/14,45.095,sewurjumpz
111641,10,ace,22/11/15,30.802,sspeedmap1
111644,10,ace,17/11/14,21.038,st0rm2
111657,10,ace,13/08/15,5.199,strramps
111730,10,ace,23/12/15,31.756,thewill2
